"AÑO","NAME","CANTIDAD"
1987,Locustella naevia                            ,4
1996,Serinus serinus                              ,154
1991,Anthus cervinus                              ,3
1992,Motacilla flava                              ,153
2002,Parus ater                                   ,8
1989,Charadrius alexandrinus                      ,2
1998,Emberiza cirlus                              ,5
1996,Turdus merula                                ,32
1991,Tyto alba                                    ,5
2004,Egretta garzetta                             ,5
1994,Anas platyrhynchos                           ,45
2011,Falco peregrinus brookei                     ,1
2009,Calidris ferruginea                          ,64
2004,Carduelis carduelis                          ,79
2003,Hippolais polyglotta                         ,12
2009,Serinus citrinella                           ,15
1997,Phoenicurus ochruros                         ,6
2000,Charadrius hiaticula                         ,1
2019,Athene noctua                                ,10
2016,Carduelis chloris                            ,22
2016,Parus major                                  ,23
2016,Lanius senator                               ,1
1995,Luscinia svecica cyanecula                   ,3
1995,Phoenicurus phoenicurus                      ,2
1998,Turdus merula                                ,61
2008,Falco tinnunculus                            ,46
1989,Egretta garzetta                             ,40
2007,Motacilla flava                              ,681
2008,Phylloscopus collybita                       ,615
2008,Acrocephalus schoenobaenus                   ,4
2009,Hirundo daurica                              ,6
1983,Remiz pendulinus                             ,1
2002,Charadrius alexandrinus                      ,14
2015,Larus [argentatus] cachinnans michahellis    ,9
2015,Alcedo atthis                                ,19
2015,Muscicapa striata                            ,8
2015,Phylloscopus sibilatrix                      ,3
1985,Ficedula parva                               ,3
1986,Parus caeruleus                              ,1
1996,Hirundo rustica                              ,19
1988,Lanius senator                               ,61
1989,Motacilla alba                               ,4
1991,Actitis hypoleucos                           ,1
1993,Motacilla alba alba                          ,6
